"Name","Location","Symbol Type","Data Type","Namespace","Source","Reference Count","Offcut Ref Count"
"FUN_0803b338","0803b338","Function","undefined","Global","Default","0","1"
"FUN_0803b35c","0803b35c","Function","undefined","Global","Default","0","1"
"FUN_0803b398","0803b398","Function","undefined","Global","Default","0","1"
"FUN_0803b3f4","0803b3f4","Function","undefined","Global","Default","0","1"
"FUN_0803b480","0803b480","Function","undefined","Global","Default","0","1"
"FUN_0803b4d4","0803b4d4","Function","undefined","Global","Default","1","0"
"FUN_0803b4e4","0803b4e4","Function","undefined","Global","Default","8","0"
"FUN_0803b538","0803b538","Function","undefined","Global","Default","1","0"
"FUN_0803b55c","0803b55c","Function","undefined","Global","Default","10","0"
"FUN_0803b59c","0803b59c","Function","undefined","Global","Default","6","0"
"FUN_0803b5c0","0803b5c0","Function","undefined","Global","Default","1","0"
"FUN_0803b610","0803b610","Function","undefined","Global","Default","1","0"
"FUN_0803b63c","0803b63c","Function","undefined","Global","Default","1","0"
"FUN_0803b6a4","0803b6a4","Function","undefined","Global","Default","2","0"
"FUN_0803b6f4","0803b6f4","Function","undefined","Global","Default","1","0"
"CreateBeetle","0803b724","Function","undefined","Global","User Defined","1","0"
"FUN_0803b798","0803b798","Function","undefined","Global","Default","1","0"
"FUN_0803b804","0803b804","Function","undefined","Global","Default","2","0"
"FUN_0803b824","0803b824","Function","undefined","Global","Default","4","0"
"FUN_0803b870","0803b870","Function","undefined","Global","Default","2","0"
"FUN_0803b8e8","0803b8e8","Function","undefined","Global","Default","4","0"
"FUN_0803b8f8","0803b8f8","Function","undefined","Global","Default","0","1"
"FUN_0803b910","0803b910","Function","undefined","Global","Default","0","1"
"FUN_0803b978","0803b978","Function","undefined","Global","Default","0","1"
"switchD","0803b98a","Instruction Label","","switchD_0803b98a","Analysis","0","0"
"switchdataD_0803b990","0803b990","Data Label","pointer","switchD_0803b98a","Analysis","3","0"
"caseD_1","0803b9a8","Instruction Label","","switchD_0803b98a","Analysis","2","0"
"caseD_2","0803b9c0","Instruction Label","","switchD_0803b98a","Analysis","2","0"
"caseD_4","0803ba14","Instruction Label","","switchD_0803b98a","Analysis","2","0"
"caseD_6","0803ba34","Instruction Label","","switchD_0803b98a","Analysis","2","0"
"caseD_5","0803ba40","Instruction Label","","switchD_0803b98a","Analysis","2","0"
"caseD_3","0803ba46","Instruction Label","","switchD_0803b98a","Analysis","3","0"
"caseD_0","0803ba66","Instruction Label","","switchD_0803b98a","Analysis","7","0"
"FUN_0803ba6c","0803ba6c","Function","undefined","Global","Default","0","1"
"FUN_0803ba8c","0803ba8c","Function","undefined","Global","Default","5","0"
"FUN_0803bb7c","0803bb7c","Function","undefined","Global","Default","0","1"
"FUN_0803bb98","0803bb98","Function","undefined","Global","Default","0","1"
"FUN_0803bbb0","0803bbb0","Function","undefined","Global","Default","0","0"
"FUN_0803bc34","0803bc34","Function","undefined","Global","Default","0","0"
"FUN_0803bc90","0803bc90","Function","undefined","Global","Default","0","0"
"FUN_0803bca4","0803bca4","Function","undefined","Global","Default","0","1"
"FUN_0803bd08","0803bd08","Function","undefined","Global","Default","0","1"
"FUN_0803bd90","0803bd90","Function","undefined","Global","Default","0","1"
"FUN_0803bdd8","0803bdd8","Function","undefined","Global","Default","0","1"
"FUN_0803be7c","0803be7c","Function","undefined","Global","Default","0","1"
"FUN_0803bee8","0803bee8","Function","undefined","Global","Default","1","0"
"FUN_0803bf2c","0803bf2c","Function","undefined","Global","Default","9","0"
"FUN_0803bf48","0803bf48","Function","undefined","Global","Default","2","0"
"FUN_0803bf70","0803bf70","Function","undefined","Global","Default","1","0"
"subtractRupees","0803c0ac","Function","undefined","Global","User Defined","2","0"
"FUN_0803c120","0803c120","Function","undefined","Global","Default","1","0"
"FUN_0803c160","0803c160","Function","undefined","Global","Default","0","1"
"FUN_0803c180","0803c180","Function","undefined","Global","Default","0","1"
"FUN_0803c198","0803c198","Function","undefined","Global","Default","0","0"
"FUN_0803c1e0","0803c1e0","Function","undefined","Global","Default","0","1"
"FUN_0803c234","0803c234","Function","undefined","Global","Default","0","1"
"FUN_0803c2dc","0803c2dc","Function","undefined","Global","Default","0","1"
"FUN_0803c344","0803c344","Function","undefined","Global","Default","0","1"
"switchD","0803c368","Instruction Label","","switchD_0803c368","Analysis","0","0"
"switchdataD_0803c370","0803c370","Data Label","undefined *","switchD_0803c368","Analysis","3","0"
"caseD_3","0803c388","Instruction Label","","switchD_0803c368","Analysis","2","0"
"caseD_5","0803c39c","Instruction Label","","switchD_0803c368","Analysis","2","0"
"caseD_2","0803c3a6","Instruction Label","","switchD_0803c368","Analysis","2","0"
"caseD_4","0803c3be","Instruction Label","","switchD_0803c368","Analysis","2","0"
"caseD_0","0803c3c8","Instruction Label","","switchD_0803c368","Analysis","4","0"
"caseD_1","0803c3c8","Instruction Label","","switchD_0803c368","Analysis","0","0"
"FUN_0803c400","0803c400","Function","undefined","Global","Default","0","1"
"FUN_0803c4b0","0803c4b0","Function","undefined","Global","Default","3","0"
"FUN_0803c568","0803c568","Function","undefined","Global","Default","2","0"
"FUN_0803c5c4","0803c5c4","Function","undefined","Global","Default","1","0"
"FUN_0803c5f0","0803c5f0","Function","undefined","Global","Default","3","0"
"FUN_0803c624","0803c624","Function","undefined","Global","Default","1","0"
"FUN_0803c634","0803c634","Function","undefined","Global","Default","1","0"
"FUN_0803c664","0803c664","Function","undefined","Global","Default","4","0"
"FUN_0803c690","0803c690","Function","undefined","Global","Default","6","0"
"switchD","0803c6aa","Instruction Label","","switchD_0803c6aa","Analysis","0","0"
"switchdataD_0803c6b0","0803c6b0","Data Label","undefined *","switchD_0803c6aa","Analysis","2","0"
"caseD_1","0803c6c8","Instruction Label","","switchD_0803c6aa","Analysis","3","0"
"caseD_4","0803c6c8","Instruction Label","","switchD_0803c6aa","Analysis","0","0"
"caseD_3","0803c6cc","Instruction Label","","switchD_0803c6aa","Analysis","3","0"
"caseD_5","0803c6cc","Instruction Label","","switchD_0803c6aa","Analysis","0","0"
"caseD_2","0803c6d0","Instruction Label","","switchD_0803c6aa","Analysis","2","0"
"caseD_0","0803c6d2","Instruction Label","","switchD_0803c6aa","Analysis","5","0"
"FUN_0803c6dc","0803c6dc","Function","undefined","Global","Default","5","0"
"FUN_0803c6f8","0803c6f8","Function","undefined","Global","Default","1","0"
"FUN_0803c714","0803c714","Function","undefined","Global","Default","1","0"
"FUN_0803c738","0803c738","Function","undefined","Global","Default","0","1"
"FUN_0803c758","0803c758","Function","undefined","Global","Default","0","1"
"FUN_0803c784","0803c784","Function","undefined","Global","Default","0","0"
"FUN_0803c820","0803c820","Function","undefined","Global","Default","0","0"
"FUN_0803c850","0803c850","Function","undefined","Global","Default","0","0"
"FUN_0803c86c","0803c86c","Function","undefined","Global","Default","0","0"
"FUN_0803c87c","0803c87c","Function","undefined","Global","Default","0","1"
"FUN_0803c8bc","0803c8bc","Function","undefined","Global","Default","0","1"
"FUN_0803c8e4","0803c8e4","Function","undefined","Global","Default","0","1"
"FUN_0803c918","0803c918","Function","undefined","Global","Default","0","1"
"FUN_0803c950","0803c950","Function","undefined","Global","Default","0","1"
"FUN_0803c97c","0803c97c","Function","undefined","Global","Default","0","1"
"FUN_0803c9d4","0803c9d4","Function","undefined","Global","Default","0","1"
"FUN_0803ca0c","0803ca0c","Function","undefined","Global","Default","0","1"
"FUN_0803ca4c","0803ca4c","Function","undefined","Global","Default","2","0"
"FUN_0803ca84","0803ca84","Function","undefined","Global","Default","2","0"
"FUN_0803cad0","0803cad0","Function","undefined","Global","Default","1","0"
"FUN_0803cb04","0803cb04","Function","undefined","Global","Default","1","0"
"FUN_0803cb34","0803cb34","Function","undefined","Global","Default","2","0"
"FUN_0803cb64","0803cb64","Function","undefined","Global","Default","1","0"
"FUN_0803cbac","0803cbac","Function","undefined","Global","Default","2","0"
"FUN_0803cc08","0803cc08","Function","undefined","Global","Default","1","0"
"FUN_0803ccb8","0803ccb8","Function","undefined","Global","Default","0","1"
"FUN_0803ccd4","0803ccd4","Function","undefined","Global","Default","1","1"
"FUN_0803ccec","0803ccec","Function","undefined","Global","Default","0","1"
"FUN_0803ccfc","0803ccfc","Function","undefined","Global","Default","0","1"
"FUN_0803cd40","0803cd40","Function","undefined","Global","Default","0","0"
"FUN_0803cd6c","0803cd6c","Function","undefined","Global","Default","0","1"
"FUN_0803cda8","0803cda8","Function","undefined","Global","Default","0","0"
"FUN_0803cdd8","0803cdd8","Function","undefined","Global","Default","0","0"
"FUN_0803ce14","0803ce14","Function","undefined","Global","Default","3","0"
"FUN_0803ce3c","0803ce3c","Function","undefined","Global","Default","2","0"
"FUN_0803ce80","0803ce80","Function","undefined","Global","Default","0","1"
"FUN_0803ce98","0803ce98","Function","undefined","Global","Default","0","1"
"FUN_0803cf24","0803cf24","Function","undefined","Global","Default","0","1"
"FUN_0803cf38","0803cf38","Function","undefined","Global","Default","0","1"
"FUN_0803cf94","0803cf94","Function","undefined","Global","Default","0","1"
"FUN_0803cfd8","0803cfd8","Function","undefined","Global","Default","2","0"
"FUN_0803cff0","0803cff0","Function","undefined","Global","Default","2","0"
"FUN_0803d024","0803d024","Function","undefined","Global","Default","4","0"
"FUN_0803d058","0803d058","Function","undefined","Global","Default","1","0"
"FUN_0803d0b0","0803d0b0","Function","undefined","Global","Default","2","0"
"FUN_0803d0c8","0803d0c8","Function","undefined","Global","Default","0","1"
"FUN_0803d134","0803d134","Function","undefined","Global","Default","0","1"
"FUN_0803d264","0803d264","Function","undefined","Global","Default","0","1"
"FUN_0803d408","0803d408","Function","undefined","Global","Default","0","1"
"FUN_0803d560","0803d560","Function","undefined","Global","Default","0","1"
"FUN_0803d658","0803d658","Function","undefined","Global","Default","0","1"
"FUN_0803d700","0803d700","Function","undefined","Global","Default","0","1"
"FUN_0803d830","0803d830","Function","undefined","Global","Default","0","1"
"FUN_0803d8fc","0803d8fc","Function","undefined","Global","Default","0","1"
"FUN_0803d974","0803d974","Function","undefined","Global","Default","0","1"
"FUN_0803d9bc","0803d9bc","Function","undefined","Global","Default","0","0"
"FUN_0803daa8","0803daa8","Function","undefined","Global","Default","0","0"
"FUN_0803dae4","0803dae4","Function","undefined","Global","Default","0","0"
"FUN_0803db88","0803db88","Function","undefined","Global","Default","0","0"
"FUN_0803dbb8","0803dbb8","Function","undefined","Global","Default","0","0"
"FUN_0803dc0c","0803dc0c","Function","undefined","Global","Default","2","0"
"FUN_0803dc58","0803dc58","Function","undefined","Global","Default","1","0"
"FUN_0803dd78","0803dd78","Function","undefined","Global","Default","1","0"
"switchD","0803ddd2","Instruction Label","","switchD_0803ddd2","Analysis","0","0"
"switchdataD_0803ddd8","0803ddd8","Data Label","undefined *","switchD_0803ddd2","Analysis","2","0"
"caseD_0","0803ddf0","Instruction Label","","switchD_0803ddd2","Analysis","4","0"
"caseD_2","0803ddf0","Instruction Label","","switchD_0803ddd2","Analysis","0","0"
"caseD_4","0803ddf0","Instruction Label","","switchD_0803ddd2","Analysis","0","0"
"switchD","0803de12","Instruction Label","","switchD_0803de12","Analysis","0","0"
"switchdataD_0803de18","0803de18","Data Label","undefined *","switchD_0803de12","Analysis","2","0"
"caseD_2","0803de30","Instruction Label","","switchD_0803de12","Analysis","2","0"
"caseD_4","0803de46","Instruction Label","","switchD_0803de12","Analysis","2","0"
"switchD","0803de70","Instruction Label","","switchD_0803de70","Analysis","0","0"
"switchdataD_0803de78","0803de78","Data Label","undefined *","switchD_0803de70","Analysis","2","0"
"caseD_2","0803de90","Instruction Label","","switchD_0803de70","Analysis","2","0"
"caseD_0","0803de98","Instruction Label","","switchD_0803de12","Analysis","5","0"
"caseD_0","0803de98","Instruction Label","","switchD_0803de70","Analysis","0","0"
"caseD_4","0803dea6","Instruction Label","","switchD_0803de70","Analysis","2","0"
"caseD_1","0803dec2","Instruction Label","","switchD_0803de12","Analysis","15","0"
"caseD_3","0803dec2","Instruction Label","","switchD_0803de12","Analysis","0","0"
"caseD_5","0803dec2","Instruction Label","","switchD_0803de12","Analysis","0","0"
"caseD_1","0803dec2","Instruction Label","","switchD_0803de70","Analysis","0","0"
"caseD_3","0803dec2","Instruction Label","","switchD_0803de70","Analysis","0","0"
"caseD_5","0803dec2","Instruction Label","","switchD_0803de70","Analysis","0","0"
"caseD_1","0803dec2","Instruction Label","","switchD_0803ddd2","Analysis","0","0"
"caseD_3","0803dec2","Instruction Label","","switchD_0803ddd2","Analysis","0","0"
"caseD_5","0803dec2","Instruction Label","","switchD_0803ddd2","Analysis","0","0"
"caseD_6","0803ded0","Instruction Label","","switchD_0803de12","Analysis","8","0"
"caseD_6","0803ded0","Instruction Label","","switchD_0803de70","Analysis","0","0"
"caseD_6","0803ded0","Instruction Label","","switchD_0803ddd2","Analysis","0","0"
